entry,dist,date,feedname,feed,title
USAToday|7723,0.8725802466805056,2015-11-17,USAToday,7,Governors muddle state messages on Syrian refugees
NYPost|15590,0.6420126946548693,2015-11-15,NYPost,4,It’s time for Obama to make a choice: Lead us or resign
NYTimes|5425,0.8141396847979016,2015-11-19,NYTimes,5,Malloy Welcomes a Syrian Family to Connecticut as Christie Shuns Refugees
USAToday|7601,0.5597112163951763,2015-11-15,USAToday,7,French officials: 'massive' airstrikes against Islamic State in Syria
NYPost|15734,0.8406490876390573,2015-11-16,NYPost,4,Ismael Garcia vs. Ismael Garcia in most confusing election ever
WallStreetJournal|2262,0.934520693248618,2015-11-17,WallStreetJournal,8,U.K.'s Power Transfer to Northern Cities Promises to Alleviate Austerity Pain
StLouisPost|16316,0.9418730862624914,2015-11-15,StLouisPost,6,Transportation bill is target of lobbying frenzy
LATimes|19527,0.7770250832321802,2015-11-17,LATimes,3,Obama highlights support for the Philippines amid tension with China
StLouisPost|16776,0.879523134182955,2015-11-18,StLouisPost,6,Minutes of meeting show Fed pondering December rate hike
StLouisPost|16755,0.8314873405858678,2015-11-18,StLouisPost,6,Ryan: House refugee bill won't have religious test
WashingtonPost|6138,0.9393242329578494,2015-11-20,WashingtonPost,9,Obama takes immigration leniency plan to the Supreme Court
LATimes|19327,0.9318100920659005,2015-11-16,LATimes,3,Subprime lender Lendmark Financial entering California
DailyNews|13801,0.7725567497787666,2015-11-17,DailyNews,2,Guest column: U.S. is wrong by banning Muslim refugees
NYPost|15784,0.8561948372067754,2015-11-16,NYPost,4,"Hillary is ‘often confused,’ says trusted aide Huma in fresh emails"
USAToday|7706,0.7451579771202622,2015-11-17,USAToday,7,John Kasich focuses on security after Paris attacks
LATimes|19217,0.6922396956679604,2015-11-15,LATimes,3,How Texas Sen. Ted Cruz plans to capture the GOP presidential nomination
DailyNews|13851,0.7534188115463143,2015-11-17,DailyNews,2,17 arrested for plotting Tunisia terrorist attack: officials
BostonHerald|15728,0.876403167329321,2015-11-20,BostonHerald,0,Democrats push to ban gun sales to those on terror list
USAToday|7721,0.6994144159909358,2015-11-17,USAToday,7,Russian strikes on Islamic State in Syria could lead to U.S. cooperation
StLouisPost|16389,0.9463730060874003,2015-11-16,StLouisPost,6,Carson sometimes deviates from GOP health care thought
StLouisPost|16262,0.9594962925094384,2015-11-14,StLouisPost,6,Presidential politics complicates life in the Senate
NYPost|16262,0.9047628811402848,2015-11-20,NYPost,4,Donald Trump leads in polls again after Paris terror attacks
NYPost|16127,0.957312862603979,2015-11-19,NYPost,4,Hillary using Bill to shakedown high-profile donors
LATimes|19270,0.5821411934752094,2015-11-16,LATimes,3,CIA director warns Islamic State has other terror attacks 'in the pipeline'
StLouisPost|16691,0.814075680172802,2015-11-18,StLouisPost,6,US Muslims face backlash after Paris attacks
LATimes|19174,0.9336733284112397,2015-11-15,LATimes,3,Democratic debate draws 8.6 million viewers for CBS
USAToday|7942,0.9340403661779187,2015-11-20,USAToday,7,Candidates draw straws to decide Mississippi race
DailyNews|13738,0.9433348646817046,2015-11-16,DailyNews,2,"Rep. Bob Goodlatte is loved by some, disliked by others"
WashingtonPost|6052,0.7584244055426447,2015-11-19,WashingtonPost,9,"Before people start invoking Japanese American internment, they should remember what it was like"
DailyNews|13835,0.9580675367777296,2015-11-17,DailyNews,2,Dean Skelos corruption trial to begin as plea talks fail
USAToday|7583,0.9285100785904904,2015-11-15,USAToday,7,Fact check: The second Democratic debate
ChicagoTribune|5289,0.9290736284927514,2015-11-15,ChicagoTribune,1,Hillary Clinton's debate performance leaves trail of fodder for political adversaries
USAToday|7728,0.9166758582779422,2015-11-17,USAToday,7,Warren and Sanders grill Obama nominee for FDA chief
WallStreetJournal|2227,0.6857732206490389,2015-11-15,WallStreetJournal,8,Europe Will Unite Against Security Threats
NYTimes|5474,0.782884458396419,2015-11-20,NYTimes,5,Imran Khan Sees His Vindication in a Calmer Pakistan
StLouisPost|17143,0.8163032773703053,2015-11-20,StLouisPost,6,Democrats push to prevent gun sales to those on terror list
StLouisPost|16818,0.9152155562625144,2015-11-18,StLouisPost,6,Montana is latest state to reform campaign finance rules
NYPost|15955,0.7785575715261489,2015-11-18,NYPost,4,After Paris — back to the security-vs.-privacy debate
StLouisPost|16792,0.6914085135270954,2015-11-18,StLouisPost,6,Former US officials call for ramping up air war against IS
WallStreetJournal|2261,0.6648589407239787,2015-11-17,WallStreetJournal,8,"EU Warns Italy, Lithuania and Austria on Budgets"
WashingtonPost|5850,0.7700526867105364,2015-11-15,WashingtonPost,9,Conservative suspicions of refugees grow in wake of Paris attacks
LATimes|19265,0.6422985801161499,2015-11-16,LATimes,3,"Suicide bombers targeted 2014 Sochi Olympics, Russian official says"
BostonHerald|15215,0.7897154758306502,2015-11-16,BostonHerald,0,Trump says he would consider closing certain mosques
WallStreetJournal|2201,0.6631263912131173,2015-11-14,WallStreetJournal,8,U.S. Strikes a Top Islamic State Operative in Libya
USAToday|7542,0.8600998945992943,2015-11-14,USAToday,7,Democratic presidential debate to highlight terrorism after Paris attacks
USAToday|7869,0.9800388836222845,2015-11-19,USAToday,7,Major rewrite of education law clears crucial hurdle
StLouisPost|16846,0.8468748182687621,2015-11-19,StLouisPost,6,Trump says he thinks he'll do 'great' with Muslims
NYPost|16201,0.7139188523611754,2015-11-19,NYPost,4,Hillary promises to destroy ISIS
StLouisPost|16614,0.7893835322726471,2015-11-17,StLouisPost,6,Clinton Foundation files 4 years of revised tax returns
NYPost|15794,0.957039989128894,2015-11-17,NYPost,4,"Nuclear hypocrisy: Cuomo, Schumer’s odd outrage over a closing plant"
StLouisPost|16607,0.78761629646501,2015-11-17,StLouisPost,6,US advised to examine 'hack back' options against China
USAToday|7663,0.812231240348206,2015-11-16,USAToday,7,Murdoch on refugees: 'Maybe make special exception for proven Christians'
WallStreetJournal|2291,0.6976204227573962,2015-11-18,WallStreetJournal,8,Islamic State Publishes Photo of Airliner Bomb
WallStreetJournal|2308,0.6758324934646399,2015-11-19,WallStreetJournal,8,Belgium Detains Nine After Raids in Connection With Paris Attacks
WashingtonPost|5809,0.6471563701796208,2015-11-14,WashingtonPost,9,Paris attacks overshadow meeting of global leaders on Syria
BostonHerald|15000,0.7999323355388538,2015-11-15,BostonHerald,0,"Dems debate ISIS, foreign policy"
WashingtonPost|5817,0.692872322682908,2015-11-14,WashingtonPost,9,The Paris attack is a tragic reminder that terrorism just isn't going away
DailyNews|13904,0.9549149686693826,2015-11-17,DailyNews,2,"SEIU, one of nation’s largest labor unions, endorses Clinton"
StLouisPost|16269,0.5629927713021885,2015-11-14,StLouisPost,6,French airstrike campaign in Syria brings Islamic State fury
StLouisPost|16331,0.6469105473852073,2015-11-15,StLouisPost,6,Michigan governor puts refugee acceptance efforts on hold
StLouisPost|16387,0.8945830479708425,2015-11-16,StLouisPost,6,"Clinton, digging at Sanders, says don't scrap health law"
StLouisPost|16272,0.7119048628637602,2015-11-14,StLouisPost,6,Trump: Paris attack would have been different with more guns
StLouisPost|16364,0.7665289178996956,2015-11-16,StLouisPost,6,Jindal to Obama: How many Syrian refugees in Louisiana?
LATimes|19604,0.9171668767742296,2015-11-18,LATimes,3,Give the community college accrediting panel room to improve
NYTimes|5305,0.7335405502000224,2015-11-16,NYTimes,5,"After Paris Attacks, Waiting for the Champs-Élysées to Come Back to Life"
WallStreetJournal|2292,0.7061201342551013,2015-11-18,WallStreetJournal,8,Europe On Course to Renew Russia Sanctions Over Ukraine
USAToday|7693,0.538096879539452,2015-11-17,USAToday,7,French president to visit White House
BostonHerald|15713,0.7682331580860203,2015-11-20,BostonHerald,0,Convicted spy Jonathan Pollard is released from prison after 30 years
USAToday|7931,0.8814881451644102,2015-11-20,USAToday,7,"Watchdog: IRS should spend less time auditing rich, more time on super-rich"
LATimes|19994,0.9472668545255248,2015-11-20,LATimes,3,"Political impersonations, like Larry David's of Bernie Sanders, can affect a candidate's image"
StLouisPost|17065,0.9447426301703252,2015-11-20,StLouisPost,6,Obama administration: New drugs must remain affordable
USAToday|7665,0.7698716002054361,2015-11-16,USAToday,7,"O'Malley sticks to his call for 65,000 Syrian refugees"
StLouisPost|16819,0.6280125141731545,2015-11-18,StLouisPost,6,Roanoke mayor asks to suspend relocating of Syrian refugees
StLouisPost|16239,0.9205354798486394,2015-11-14,StLouisPost,6,3 on a stage: Debate to give Democrats plenty of face time
StLouisPost|16314,0.8856455694948432,2015-11-15,StLouisPost,6,Bird stands in way of Utah coal mine's expansion
WashingtonPost|5977,0.6322561218869501,2015-11-17,WashingtonPost,9,Marine Corps bolsters embassy guard force in Europe in wake of terrorist attacks
LATimes|19476,0.6997369688836499,2015-11-17,LATimes,3,Barring Syrian refugees after the Paris attacks would reject America's very roots
DailyNews|13682,0.9063053091955026,2015-11-15,DailyNews,2,Saturday night 2016 Democratic debate gets low ratings
USAToday|7670,0.6526564547604345,2015-11-17,USAToday,7,Russia: Egypt plane brought down by bomb
NYTimes|5392,0.7317320770336523,2015-11-18,NYTimes,5,"Thailand Deports 2 Dissidents to China, Rights Groups Say"
LATimes|19944,0.9259720539244845,2015-11-19,LATimes,3,Bernie Sanders invokes FDR in explaining socialism as 'foundation of middle class'
WallStreetJournal|2240,0.5961660944561954,2015-11-16,WallStreetJournal,8,France's President Proposes Measures to Fight Islamic State
DailyNews|14161,0.903016372985027,2015-11-20,DailyNews,2,Demands made for probe into Success Academy charter schools
WallStreetJournal|2264,0.7123374056991488,2015-11-17,WallStreetJournal,8,Putin Seeks to Come in From Cold in Fighting Islamic State
USAToday|7645,0.6701538915272425,2015-11-16,USAToday,7,Senate Homeland Security chair calls for war against ISIS
WashingtonPost|5921,0.8009386398051974,2015-11-17,WashingtonPost,9,Republican governors and candidates move to keep Muslim migrants out
StLouisPost|16428,0.7271376909021698,2015-11-16,StLouisPost,6,Capitol Police: No specific threat to Capitol but be careful
NYTimes|5246,0.825842235613354,2015-11-14,NYTimes,5,A Poet’s Election Victory Over a Former General Speaks of a New Myanmar
LATimes|19582,0.9369107844166774,2015-11-18,LATimes,3,"Aided by social media, college students find new power in campus protests"
LATimes|20134,0.6249294162723329,2015-11-20,LATimes,3,Mali hotel attack is latest to rattle global sense of security
NYTimes|5380,0.6915859211767738,2015-11-17,NYTimes,5,Strikes on Raqqa in Syria Lead to More Questions Than Results
WashingtonPost|5978,0.9504508548328798,2015-11-17,WashingtonPost,9,"For Mike Huckabee, it may be the journey — not the destination"
StLouisPost|16579,0.9294544885557315,2015-11-17,StLouisPost,6,Democrat has a shot to be governor in conservative Louisiana
StLouisPost|16439,0.9002958674163762,2015-11-16,StLouisPost,6,Republican lawmakers may try to block Syrian refugee plan
WallStreetJournal|2278,0.7753505453842919,2015-11-18,WallStreetJournal,8,Obama Urges CEOs to Fight Climate Change at APEC Summit
USAToday|7730,0.9567853736386664,2015-11-17,USAToday,7,Bobby Jindal ends GOP presidential campaign
StLouisPost|16751,0.9597456676845421,2015-11-18,StLouisPost,6,Seattle gives cash to turn average Joe into political player
StLouisPost|16624,0.7911353327115865,2015-11-17,StLouisPost,6,Mother of journalist killed by IS: Review US hostage policy
USAToday|7725,0.8023931056754571,2015-11-17,USAToday,7,Fact check: Bernie Sanders on climate link to terrorism
StLouisPost|16681,0.771529510010123,2015-11-18,StLouisPost,6,Obama 'confident' US-Philippine defense pact will proceed
NYPost|15799,0.7612877545541802,2015-11-17,NYPost,4,Obama is sticking to the strategy that gave us Paris
USAToday|7648,0.7654080498667156,2015-11-16,USAToday,7,Congress may bar funding to bring Syrian refugees into U.S.
NYPost|16192,0.9690028880770143,2015-11-19,NYPost,4,The Bronx really doesn’t like de Blasio’s affordable-housing plan
StLouisPost|16369,0.7015969652902465,2015-11-16,StLouisPost,6,US flag lowered to half-staff worldwide
BostonHerald|15145,0.6647892989300596,2015-11-16,BostonHerald,0,"France carries out raids, names 2 more potential attackers"
StLouisPost|17104,0.7590899751318644,2015-11-20,StLouisPost,6,Lawmaker says comments on Syrian camps taken out of context
NYPost|15898,0.7531307453653093,2015-11-17,NYPost,4,Obama refuses to let grim reality change his ISIS script
WashingtonPost|5908,0.7141239869232024,2015-11-16,WashingtonPost,9,Would Jesus take in Syrian refugees?
WashingtonPost|5881,0.6664155276442248,2015-11-16,WashingtonPost,9,'From Paris with Love': A short history of the United States' affinity for decorating bombs
StLouisPost|16513,0.97164763587031,2015-11-17,StLouisPost,6,Small businesses hurt by Sandy could re-apply for loans
NYPost|16189,0.885430399403653,2015-11-19,NYPost,4,Port Authority director stepping down
BostonHerald|15072,0.9637736355656562,2015-11-15,BostonHerald,0,Top Massachusetts Democrats lining up behind Hillary Clinton
WashingtonPost|5813,0.6818194200854804,2015-11-14,WashingtonPost,9,How Muslims around the world condemned the Paris attacks: 'Terrorism has NO religion'
LATimes|19673,0.8865791923669261,2015-11-18,LATimes,3,"Fed policymakers edge closer to December rate hike, minutes show"
BostonHerald|15130,0.9545798418325453,2015-11-16,BostonHerald,0,Highlighted Letter: Dr. Ben Carson stands out
NYPost|15658,0.7362261533486462,2015-11-15,NYPost,4,House candidate quits race after tweeting ‘ISIS isn’t necessarily evil’
USAToday|7898,0.8907766767478744,2015-11-20,USAToday,7,Obama: I don't dye my hair; some leaders do
NYPost|15706,0.7491745707317403,2015-11-16,NYPost,4,"TSA failing to detect weapons, bombs at NY airports: sources"
WashingtonPost|5837,0.5950127588405089,2015-11-15,WashingtonPost,9,What the attacks in Paris tell us about the Islamic State
NYTimes|5270,0.8443967065892096,2015-11-15,NYTimes,5,"After Outcry, Ireland Adjusts Its Corporate Tax Draw"
StLouisPost|16885,0.9579744269358171,2015-11-19,StLouisPost,6,"AP Conversation: Rubio on his Cuban roots, island's future"
WashingtonPost|5962,0.7941196344099668,2015-11-17,WashingtonPost,9,How economies pick up and move on after terrorist attacks
StLouisPost|17055,0.766604174994239,2015-11-20,StLouisPost,6,"Rebuffed over refugees, Obama aims to shift focus to visas"
NYPost|16280,0.8671503342552042,2015-11-20,NYPost,4,De Blasio seeking new speech writer after media snafus
StLouisPost|16961,0.9793641786402841,2015-11-19,StLouisPost,6,Congress finally close to vote on new education law
StLouisPost|16535,0.6206310508665072,2015-11-17,StLouisPost,6,"France seeks EU security aid, launches new airstrikes in IS"
StLouisPost|16275,0.9594691670890477,2015-11-14,StLouisPost,6,Montana teen plans to run for state Legislature
LATimes|19499,0.9559121711847154,2015-11-17,LATimes,3,Cal State faculty rally for pay raises
NYTimes|5426,0.9040811797140644,2015-11-19,NYTimes,5,"De Blasio, Drawing New Battle Line, Takes Aim at Christie on Refugees"
DailyNews|14022,0.877140248065021,2015-11-18,DailyNews,2,Ryan claims refugees ban bill  ‘won’t have religious test'
WashingtonPost|6156,0.5956540559305303,2015-11-20,WashingtonPost,9,Inside the surreal world of the Islamic State’s propaganda machine
WallStreetJournal|2284,0.7897222618282765,2015-11-18,WallStreetJournal,8,"U.S., China Intensify Trade Competition on APEC Stage"
WashingtonPost|6008,0.7233846703315149,2015-11-18,WashingtonPost,9,Why rejecting Syrian refugees won't make America safer
LATimes|19361,0.8965748078483191,2015-11-16,LATimes,3,Community college leaders call for new accrediting system
NYPost|16109,0.9742034195202218,2015-11-19,NYPost,4,My Republican debate fantasy
StLouisPost|16670,0.7358906633159013,2015-11-18,StLouisPost,6,Kasich calls for agency promoting 'Judeo-Christian' values
StLouisPost|16363,0.6985071897437948,2015-11-16,StLouisPost,6,State: 14 Syrian refugees resettled in Louisiana this year
NYTimes|5313,0.6713934327147975,2015-11-16,NYTimes,5,Obama Chides Republicans Who Want to Screen Muslim Refugees
StLouisPost|16946,0.7756572744638028,2015-11-19,StLouisPost,6,UN human rights committee OKs resolution on North Korea
WashingtonPost|6057,0.9532766287354141,2015-11-19,WashingtonPost,9,12 lessons college applicants can learn from the presidential race
WashingtonPost|5835,0.9032325925598598,2015-11-15,WashingtonPost,9,Inside Trump’s Palm Beach castle and his 30-year fight to win over the locals
WashingtonPost|6119,0.8060634773855913,2015-11-20,WashingtonPost,9,‘Rabid’ dogs and closing mosques: Anti-Islam rhetoric grows in GOP
DailyNews|14248,0.9466771278695139,2015-11-20,DailyNews,2,"Donald Trump, Ben Carson should drop anti-Muslim rhetoric"
WallStreetJournal|2332,0.9042035930107304,2015-11-20,WallStreetJournal,8,Greece's Budget Sees Mild Economic Contraction in 2016
DailyNews|14056,0.6820769055510567,2015-11-19,DailyNews,2,Anonymous have taken down thousands of pro-ISIS Twitters
WashingtonPost|5899,0.7088357337485456,2015-11-16,WashingtonPost,9,Obama urges political leaders not to stoke fear about Syrian refugees following the attacks in Paris
StLouisPost|16824,0.6960827332295321,2015-11-18,StLouisPost,6,Editorial Roundup: Excerpts from recent editorials
StLouisPost|16831,0.8373953259280972,2015-11-18,StLouisPost,6,"How refugees are screened now, how the GOP would change that"
NYPost|15747,0.6107615561101165,2015-11-16,NYPost,4,Anonymous declares war on ISIS
WashingtonPost|5833,0.6133669372040965,2015-11-15,WashingtonPost,9,Paris attacks underscore risks of a slow U.S. campaign against Islamic State
LATimes|20087,0.9023375159913888,2015-11-20,LATimes,3,Saturday's TV Highlights and Weekend Talk Shows: 'Saturday Night Live' on NBC
NYTimes|5281,0.9006556635174872,2015-11-15,NYTimes,5,"Review: In ‘Destiny and Power,’ George H.W. Bush Epitomizes a Vanishing G.O.P."
LATimes|19558,0.7403454646846189,2015-11-17,LATimes,3,"Republican rhetoric will become an Islamic State recruiting tool, Obama says"
USAToday|7782,0.5882210269894727,2015-11-18,USAToday,7,French government seeks new powers to thwart Islamic State attacks
NYTimes|5309,0.7550868315679186,2015-11-16,NYTimes,5,"Political Memo: In Presidential Campaign, It’s Now Terrorism, Not Taxes"
USAToday|7868,0.8681146696403537,2015-11-19,USAToday,7,Bernie Sanders says democratic socialism is about economic fairness
DailyNews|13751,0.5683272857046552,2015-11-16,DailyNews,2,ISIS appears to threaten Washington attack in new video
StLouisPost|17160,0.7459923665166069,2015-11-20,StLouisPost,6,Carson says safe zones in Syria better option than
StLouisPost|16321,0.8025881705493438,2015-11-15,StLouisPost,6,Russia case puts agency at crossroads in anti-doping fight
ChicagoTribune|5437,0.9488147539146385,2015-11-19,ChicagoTribune,1,Preckwinkle's tax-laden 2016 county budget easily passes
WallStreetJournal|2220,0.5794417586731678,2015-11-15,WallStreetJournal,8,Black Market for Syrian Passports is Booming
DailyNews|13746,0.7577026421112358,2015-11-16,DailyNews,2,Drone strike kills 12 Taliban in Afghanistan: official
LATimes|19766,0.8456712930101132,2015-11-19,LATimes,3,How California's congressional delegation lines up on Syrian refugee question
LATimes|19341,0.9437886729996502,2015-11-16,LATimes,3,Pfizer's creative merger plan revives concerns about tax-avoiding 'inversions'
NYTimes|5408,0.6622679731053348,2015-11-18,NYTimes,5,Boko Haram Ranked Ahead of ISIS for Deadliest Terror Group
DailyNews|13821,0.6653583401405907,2015-11-17,DailyNews,2,Donald Trump: 'I can feel' terrorism
DailyNews|14000,0.9321819478748221,2015-11-18,DailyNews,2,Most U.S. voters skeptical of Black Lives Matter: poll
ChicagoTribune|5379,0.9394171111999816,2015-11-17,ChicagoTribune,1,Blagojevich appeals to Supreme Court to overturn conviction
LATimes|20150,0.9062524704007414,2015-11-20,LATimes,3,Cal State faculty file labor charge over salary dispute
NYPost|15692,0.5675195339508291,2015-11-16,NYPost,4,US has the tools to defeat ISIS
ChicagoTribune|5417,0.7820395201214336,2015-11-18,ChicagoTribune,1,"Let Syrian refugees come, Chicago aldermen tell Illinois Gov. Rauner"
NYPost|15660,0.7848655469682729,2015-11-15,NYPost,4,Obama administration still plans to accept Syrian refugees
NYPost|16056,0.6760880012384897,2015-11-18,NYPost,4,The Pentagon’s been worried about ‘refujihadis’ for months
NYTimes|5244,0.6882164489485494,2015-11-14,NYTimes,5,"Egyptian Leaders Blame a Familiar Foe, Conspiracy, but Citizens Are Dubious"
USAToday|7566,0.8472111159890914,2015-11-14,USAToday,7,Democratic candidates address Paris attacks at outset of debate
BostonHerald|15064,0.950346863562302,2015-11-15,BostonHerald,0,2016 election divides labor groups
WashingtonPost|5906,0.8169240633291686,2015-11-16,WashingtonPost,9,IAEA’s coming report on Iran will likely give more fodder to deal’s critics
StLouisPost|16524,0.8082535320536128,2015-11-17,StLouisPost,6,Paris attacks put GOP outsiders on the spot
LATimes|19676,0.7179331861665674,2015-11-18,LATimes,3,Jeb Bush: U.S. must increase force on ground in Mideast to combat Islamic State
NYTimes|5324,0.8667878828248435,2015-11-16,NYTimes,5,Chip Credit Cards Give Retailers Another Grievance Against Banks
USAToday|7552,0.6151739509860814,2015-11-14,USAToday,7,Anxiety grows over ISIL recruits in U.S.
USAToday|7591,0.8782222726512695,2015-11-15,USAToday,7,A third-term Democrat? Hillary Clinton battles history
NYPost|16364,0.678745380413792,2015-11-20,NYPost,4,Russians write ‘For Paris’ on bombs destined for Syria
BostonHerald|15593,0.7684573846484312,2015-11-19,BostonHerald,0,House GOP rep pushes for 3-agency vetting process for Syrian refugees
NYTimes|5354,0.7603724442442236,2015-11-17,NYTimes,5,Paris Attacks Complicate Hillary Clinton’s Alignment With Obama
NYTimes|5418,0.6347647733079971,2015-11-18,NYTimes,5,Turkey’s Role as Migrant Gateway Is Source of New Urgency for E.U.
WashingtonPost|6015,0.8851992737996608,2015-11-18,WashingtonPost,9,Ben Carson's campaign made a U.S. map and put a bunch of states in the wrong place
StLouisPost|17093,0.8272052449956939,2015-11-20,StLouisPost,6,"In America's Little Syria, a divide on accepting refugees"
WashingtonPost|5966,0.8640723545751614,2015-11-17,WashingtonPost,9,"Agencies pulled out of briefing on personal data theft, panel says"
WashingtonPost|6048,0.9104981602300275,2015-11-19,WashingtonPost,9,"Fed leaning toward rate hike in December, meeting’s minutes show"
NYPost|16361,0.9525524636937542,2015-11-20,NYPost,4,Sofía Vergara and Joe Manganiello’s road to the altar
ChicagoTribune|5401,0.7806316487971593,2015-11-18,ChicagoTribune,1,"Explosion blamed on Nigeria's Boko Haram kills 32, wounds 80"
NYPost|15669,0.9617007831671577,2015-11-16,NYPost,4,The economy might define 2016’s election too
StLouisPost|16666,0.9832667849654484,2015-11-17,StLouisPost,6,House bill would allow tribes to set own labor rules
NYPost|15921,0.896868470333591,2015-11-17,NYPost,4,"Americans think Trump, Clinton can best handle terrorism: poll"
NYPost|16206,0.838103624152023,2015-11-19,NYPost,4,House votes to curb Syrian refugees despite Obama’s veto threat
USAToday|7757,0.7903547097270044,2015-11-18,USAToday,7,For the Record: Experts on terror
WashingtonPost|6082,0.9518534476389574,2015-11-19,WashingtonPost,9,How Bernie Sanders's big speech could change your view of 'democratic socialism'
StLouisPost|16740,0.8112254736985526,2015-11-18,StLouisPost,6,"Courting business, Obama presses for climate action in Asia"
NYTimes|5243,0.6676795643408636,2015-11-14,NYTimes,5,ISIS Leader in Libya Is Targeted in U.S. Airstrike
StLouisPost|16918,0.7480194500770028,2015-11-19,StLouisPost,6,US official defends Syrian refugee program; House vote nears
WallStreetJournal|2329,0.9371854250079816,2015-11-20,WallStreetJournal,8,Indian Panel Recommends Raises for Federal Workers
NYPost|15615,0.9027633857383891,2015-11-15,NYPost,4,Why do Democrats hate democracy?
NYPost|15622,0.9084873761008688,2015-11-15,NYPost,4,"De Blasio, Cuomo skip funeral for Vito Lopez"
WashingtonPost|6152,0.7493685992871764,2015-11-20,WashingtonPost,9,How U.S. Special Operations troops helped at the scene of the Mali hostage drama
StLouisPost|16247,0.7057681207820063,2015-11-14,StLouisPost,6,"Paris attacks cast pall as Obama, world leaders head to G20"
WallStreetJournal|2259,0.6291582431482721,2015-11-17,WallStreetJournal,8,Hollande Seeks to Build Coalition Against Islamic State
LATimes|19207,0.9695052937622679,2015-11-16,LATimes,3,Pragmatic Republican plays up outsider status
NYPost|15984,0.7416429516083876,2015-11-18,NYPost,4,Obama’s inaction plants doubt he can keep America safe
USAToday|7939,0.9664322582949529,2015-11-20,USAToday,7,"Clinton touts economic plan, bashes Trump in Nashville"
WallStreetJournal|2252,0.6757469591092651,2015-11-16,WallStreetJournal,8,Middle East Unlikely to Bolster Operations Against Islamic State
USAToday|7866,0.8354196836050242,2015-11-19,USAToday,7,"Former Phoenix VA boss can keep bonus, judge rules"
DailyNews|13689,0.5758238347727511,2015-11-15,DailyNews,2,France launches ‘massive’ series of airstrikes in Syria
WashingtonPost|5981,0.8972230323233326,2015-11-17,WashingtonPost,9,"Amid record global temperatures, Congress to vote to stop Obama's Clean Power Plan"
StLouisPost|16402,0.8678937657718889,2015-11-16,StLouisPost,6,"Media General rejects Nexstar bid, but willing to talk"
LATimes|19513,0.7433388025586916,2015-11-17,LATimes,3,"Explosion blamed on Nigeria's Boko Haram kills 32, wounds 80"
StLouisPost|16958,0.7395682259096886,2015-11-19,StLouisPost,6,8 Syrian refugees turn themselves in at US-Mexico border
DailyNews|13754,0.7866752706424776,2015-11-16,DailyNews,2,"Obama rules out putting more troops on ground in Syria, Iraq"
WallStreetJournal|2198,0.6052394615321139,2015-11-14,WallStreetJournal,8,Paris Attacks Suggest Shift in Islamic State's Strategy
DailyNews|13883,0.9032195372138844,2015-11-17,DailyNews,2,Obama says campaigning against Trump would be 'fun'
DailyNews|13875,0.7851322329839047,2015-11-17,DailyNews,2,"In signal to China, Obama to give 2 ships to Philippines"
StLouisPost|17034,0.7979281501828882,2015-11-20,StLouisPost,6,US voices frustration over democracy progress in Thailand
StLouisPost|16841,0.7967474164378717,2015-11-19,StLouisPost,6,Republican governors vow to block Syrian refugees
StLouisPost|16403,0.9771825974464421,2015-11-16,StLouisPost,6,Manufacturing in New York shrinks for fourth month
StLouisPost|16881,0.7538766277708494,2015-11-19,StLouisPost,6,Bipartisan push in Senate for war powers after Paris attacks
LATimes|19554,0.968806718745871,2015-11-17,LATimes,3,Kamala Harris shakes up Senate campaign staff
WashingtonPost|5956,0.7087500554371602,2015-11-17,WashingtonPost,9,This video shows the absurdity of the war in Syria in one single blown-up Humvee
DailyNews|13654,0.8455099320126495,2015-11-15,DailyNews,2,Russia could be reinstated to 2016 Olympics track games
WashingtonPost|6134,0.8781528742820457,2015-11-20,WashingtonPost,9,"Thugs, prostitutes and spies: La. governor’s race gets raucous at the end"
BostonHerald|14912,0.9172233065136595,2015-11-14,BostonHerald,0,"Lawmakers to debate solar, public records bills before break"
WashingtonPost|6059,0.877819941937226,2015-11-19,WashingtonPost,9,How we did it
DailyNews|13982,0.9452747765414595,2015-11-18,DailyNews,2,A Trump-Cruz 2016 ticket? GOP frontrunner says it's possible
WashingtonPost|6062,0.9597619947634091,2015-11-19,WashingtonPost,9,"Two Clintons, 41 years, $3 billion: Inside the couple’s donor network"
StLouisPost|16317,0.7480536488643622,2015-11-15,StLouisPost,6,Ban: response to Paris attacks should follow rule of law
ChicagoTribune|5272,0.6542602349127646,2015-11-15,ChicagoTribune,1,"Paris terror attacks: Suspect identified as France mourns, seeks clues"
WashingtonPost|5985,0.8547774090728262,2015-11-17,WashingtonPost,9,"Following in Shell's footsteps, oil major Statoil will also exit the Alaskan Arctic"
WallStreetJournal|2226,0.6067591261501606,2015-11-15,WallStreetJournal,8,Rivals Round on French President François Hollande
DailyNews|13787,0.9070674140130875,2015-11-16,DailyNews,2,Bernie Sanders joins Snapchat app
StLouisPost|16432,0.8132058136961224,2015-11-16,StLouisPost,6,Obama decries critics who 'pop off' with opinions on IS
NYTimes|5461,0.5454940911316661,2015-11-19,NYTimes,5,"As France and Belgium Strengthen Security, a Classic Debate Arises"
USAToday|7807,0.9584933003242835,2015-11-18,USAToday,7,Trump continues to enjoy  healthy lead in New Hampshire
StLouisPost|16682,0.9537645027488589,2015-11-18,StLouisPost,6,Blagojevich asks high court to hear corruption case appeal
StLouisPost|16942,0.7213322829834871,2015-11-19,StLouisPost,6,Things to know about Syrian refugees and the vetting process
